"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","","Offentlig","Enskild","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"4","484","Åbacken","Åbacken 2","Enhet 3-6 Demensboende","","40% - 60%","100","0","19","13","0","85","71","79","67","79","69","69","40","40","94","67","87","94","50","42","31","86","46","93","38","92","86"
"4","486","Hammargården","","","","40% - 60%","100","0","50","20","25","79","71","64","64","63","50","75","42","46","87","54","75","80","50","36","43","60","45","67","40","67","69"
"4","486","Isabellagården","","","","60% - 80%","100","0","43","48","13","91","61","63","76","77","60","63","46","59","90","81","90","86","62","71","45","69","63","90","40","82","72"
"4","486","Isabellagården","Isabellagården 1","","","40% - 60%","100","0","38","31","13","83","50","50","77","75","56","56","53","57","88","71","88","73","50","73","44","60","53","80","25","70","60"
"4","486","Isabellagården","Isabellagården 2","","","60% - 80%","100","0","50","69","14","100","75","77","75","79","64","71","36","62","92","92","92","100","75","69","46","79","75","100","57","100","86"
"4","486","Isabellagården","Isabellagården 2","Isabellagården 2 grupp 2","","60% - 80%","100","0","38","71","0","x","x","75","71","75","63","63","x","43","86","86","86","100","71","86","43","75","75","100","63","x","88"
"4","486","Kristinagården","","","","60% - 80%","100","0","40","55","9","98","81","76","79","74","76","80","56","64","95","87","91","93","78","50","41","93","85","91","57","96","93"
"4","486","Kristinagården","Kristinagården BV","","","60% - 80%","100","0","50","50","13","100","100","100","75","75","63","63","75","75","100","86","88","100","88","75","50","88","86","100","63","x","100"
"4","486","Kristinagården","Kristinagården S 1","","","40% - 60%","100","0","57","57","14","100","x","71","71","x","71","71","x","x","71","71","x","86","100","x","43","86","x","86","86","x","86"
"4","486","Kristinagården","Kristinagården S 2","","","60% - 80%","100","0","38","29","13","100","100","x","x","86","63","88","x","50","100","86","100","100","x","57","25","100","x","75","25","x","100"
"4","486","Kristinagården","Kristinagården S 3","","","60% - 80%","100","0","50","100","0","88","88","75","x","75","88","88","x","100","100","x","100","88","x","50","50","100","x","88","75","x","75"
"4","486","Mariagården","","","","60% - 80%","100","0","29","43","30","80","67","74","70","63","47","65","33","65","86","89","85","76","81","67","32","89","87","76","48","71","83"
"4","486","Riagården","","","","20% - 40%","100","0","13","53","27","77","77","69","75","64","77","71","62","64","93","92","79","93","82","83","50","77","82","86","50","82","79"
"4","486","Sictoniagården","","","","40% - 60%","100","0","29","52","14","89","85","65","79","60","74","74","47","65","95","64","90","85","61","65","35","82","75","89","48","88","76"
"4","486","Sictoniagården","Sictoniagården flygel 4","","","60% - 80%","100","0","57","57","29","x","71","43","x","57","57","86","x","71","86","x","86","86","71","71","x","86","x","100","71","x","71"
"4","486","Thomasgården","","","","60% - 80%","100","0","14","57","14","81","64","57","35","57","56","59","20","48","81","68","93","80","48","42","41","58","52","76","44","81","69"
"4","486","Thomasgården","Thomasgården Björken","","","60% - 80%","100","0","0","56","11","86","67","71","x","56","67","67","13","50","88","100","100","75","86","38","44","38","29","86","25","x","63"
"4","486","Thomasgården","Thomasgården Lönnen","","","80% - 100%","100","0","11","44","11","x","67","43","x","67","75","75","14","50","78","x","100","86","14","x","33","63","50","75","44","x","78"
"4","488","Häradsgården","","","","60% - 80%","100","0","48","52","30","90","78","78","91","95","90","96","64","78","96","91","100","91","100","83","45","78","62","91","64","100","100"
"4","488","Trosagården","","","","60% - 80%","100","0","14","36","9","100","77","73","85","57","82","77","63","71","100","91","95","91","71","70","41","82","48","96","55","73","91"
"4","488","Trosagården","Grynnan","","","80% - 100%","100","0","0","22","0","100","89","89","78","50","75","67","50","75","100","89","100","78","63","67","44","89","38","89","50","x","89"
"4","488","Ängsgården","","","","20% - 40%","100","0","57","x","29","x","57","86","x","86","x","86","x","x","100","x","x","x","x","57","x","x","x","x","43","x","86"
"5","509","Solgården","","","","40% - 60%","100","0","36","43","14","100","79","64","86","57","71","64","42","57","100","85","100","86","85","57","23","64","62","93","31","100","92"
"5","509","Solgården","Solgården","","","40% - 60%","100","0","36","43","14","100","79","64","86","57","71","64","42","57","100","85","100","86","85","57","23","64","62","93","31","100","92"
"5","512","Solängen","","","","20% - 40%","100","0","25","25","0","89","42","42","70","92","58","42","30","36","83","73","82","100","50","45","18","73","45","75","33","64","80"
"5","512","Solängen","Solängen","","","20% - 40%","100","0","25","25","0","89","42","42","70","92","58","42","30","36","83","73","82","100","50","45","18","73","45","75","33","64","80"
"5","513","Ej placerbar","","","","40% - 60%","0","0","25","40","17","91","64","64","71","73","80","69","60","73","94","81","91","98","54","55","41","65","43","87","31","90","79"
"5","560","Duvan","","","","40% - 60%","100","0","20","30","20","100","100","90","78","100","88","100","x","x","100","x","100","100","71","44","43","88","88","100","60","100","100"
"5","560","Svalan","","","","40% - 60%","100","0","0","43","0","92","62","62","50","92","73","79","69","82","93","75","100","100","55","55","31","83","60","93","57","100","77"
"5","560","Svalan","avd.3","","","60% - 80%","100","0","0","43","0","x","57","57","x","x","x","71","x","x","100","86","100","100","x","x","43","x","x","100","43","x","71"
"5","561","Björkbacken","","","","80% - 100%","100","0","28","40","16","100","84","50","50","63","55","76","41","64","92","79","96","83","58","55","41","33","40","84","46","73","84"
"5","561","Björkbacken","1","","","80% - 100%","100","0","22","56","22","100","78","44","67","33","38","67","11","56","78","78","89","78","29","56","43","25","29","78","67","x","78"
"5","561","Björkbacken","2","","","60% - 80%","100","0","22","44","22","100","78","43","43","75","50","89","x","67","100","75","100","89","x","57","56","43","x","78","13","x","78"
"5","561","Björkbacken","3","","","80% - 100%","100","0","43","14","0","100","100","x","x","86","x","71","57","71","100","86","x","x","x","x","x","x","57","100","57","x","100"
"5","561","Koppargården","","","","60% - 80%","0","100","24","63","6","92","71","73","62","88","76","86","67","63","100","86","100","100","71","83","44","93","75","93","44","85","88"
"5","561","Koppargården","3","","","60% - 80%","0","100","38","63","0","x","75","71","x","88","75","88","x","63","100","88","100","100","50","x","13","88","x","100","50","x","100"
"5","561","Rosengården","","","","40% - 60%","100","0","33","28","22","91","67","65","69","89","83","65","42","53","89","75","94","88","71","72","29","77","62","94","35","79","89"
"5","561","Solbacken","","","","60% - 80%","100","0","29","57","14","x","86","86","43","100","100","100","71","100","100","86","x","x","x","x","x","x","x","100","29","x","100"
"5","562","Hällestad","","","","60% - 80%","100","0","26","44","22","100","84","58","84","95","74","100","41","73","95","81","94","89","63","64","38","94","60","94","53","100","100"
"5","562","Hällestad","Hällestad","","","60% - 80%","100","0","26","44","22","100","84","58","84","95","74","100","41","73","95","81","94","89","63","64","38","94","60","94","53","100","100"
"5","562","Hällestad","Hällestad","Hällestad","","60% - 80%","100","0","29","47","19","100","82","59","82","94","76","100","44","71","94","80","94","88","67","69","40","93","57","94","50","100","100"
"5","562","Hårstorp","","","","40% - 60%","100","0","53","44","10","89","68","55","74","77","63","78","72","63","97","77","87","94","70","59","32","76","53","81","26","82","89"
"5","562","Hårstorp","Hårstorpsgården","","","40% - 60%","100","0","60","60","10","75","90","60","63","89","70","80","88","100","100","80","90","100","78","67","44","71","x","89","33","x","89"
"5","562","Hårstorp","Storängsgården","","","40% - 60%","100","0","50","36","10","95","57","52","79","73","59","77","65","50","95","75","86","90","67","55","26","78","38","77","23","80","89"
"5","562","Hårstorp","Storängsgården","Björken","","60% - 80%","100","0","63","38","14","x","43","57","x","50","63","63","x","50","100","100","88","100","71","x","43","86","x","63","0","x","86"
"5","562","Rejmyre","","","","20% - 40%","100","0","63","63","25","100","88","63","71","75","75","88","63","75","88","100","88","88","71","71","25","100","100","88","50","x","88"
"5","562","Rejmyre","Berggården","","","20% - 40%","100","0","63","63","25","100","88","63","71","75","75","88","63","75","88","100","88","88","71","71","25","100","100","88","50","x","88"
"5","562","Viggestorp","","","","60% - 80%","100","0","23","31","0","50","64","67","45","67","64","77","56","58","92","67","69","77","64","54","25","100","70","92","25","89","67"
"5","562","Viggestorp","Betaren","","","60% - 80%","100","0","23","31","0","50","64","67","45","67","64","77","56","58","92","67","69","77","64","54","25","100","70","92","25","89","67"
"5","562","Östermalm","","","","40% - 60%","100","0","31","38","31","100","73","73","69","79","73","67","64","58","94","64","87","88","73","88","27","92","80","87","60","100","80"
"5","562","Östermalm","Tegelbacken","","","40% - 60%","100","0","31","38","31","100","73","73","69","79","73","67","64","58","94","64","87","88","73","88","27","92","80","87","60","100","80"
"5","562","Östermalm","Tegelbacken","Smaragden","","80% - 100%","100","0","29","29","43","x","71","71","86","x","x","x","x","x","100","x","x","100","x","100","x","x","x","x","71","x","x"
"5","563","Kommunal","","","","60% - 80%","100","0","23","41","15","87","68","67","59","79","70","78","59","68","92","73","92","89","61","59","30","70","59","92","49","93","76"
"5","563","Kommunal","Ringgården","","","60% - 80%","100","0","10","10","0","75","60","44","44","67","56","78","38","63","90","67","78","67","25","67","44","x","x","71","11","x","56"
"5","563","Kommunal","Ringgården","Rönnen","","60% - 80%","100","0","0","0","0","x","43","x","x","x","x","x","x","x","86","x","x","x","x","x","x","x","x","x","x","x","x"
"5","563","Kommunal","Vammarhöjden","","","60% - 80%","100","0","26","47","26","93","67","71","65","84","78","72","59","59","89","68","100","95","65","53","17","79","67","100","61","100","79"
"5","563","Kommunal","Vammarhöjden","Vammar Demensboende","","40% - 60%","100","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","100","x"
"5","563","Kommunal","Vammarhöjden","Vammar Äldreboende","","60% - 80%","100","0","31","54","23","91","83","73","73","77","67","67","54","54","85","62","100","92","67","54","23","70","64","100","54","100","85"
"5","580","Bantorget","","","","60% - 80%","0","100","43","39","24","68","69","52","58","59","60","50","24","30","86","75","85","74","40","42","27","41","23","71","25","75","64"
"5","580","Bastuplan","","","","40% - 60%","0","100","27","36","0","90","80","55","33","64","70","64","38","44","91","89","91","100","67","70","56","80","70","100","50","86","100"
"5","580","Berga","","","","60% - 80%","100","0","48","65","22","100","83","68","91","70","65","70","50","68","91","86","91","91","71","82","36","86","65","90","61","88","87"
"5","580","Brushanens äldreboende","","","","60% - 80%","0","100","28","50","17","86","76","78","56","65","76","67","71","54","89","81","89","78","56","78","65","67","47","83","44","82","76"
"5","580","Duvan","","","","60% - 80%","0","100","33","35","16","88","61","54","52","74","71","60","31","56","96","80","85","83","58","59","13","71","43","69","48","88","77"
"5","580","Ekbacken","","","","40% - 60%","100","0","37","43","18","96","89","86","86","79","86","79","44","70","96","81","93","96","81","88","37","64","55","96","23","90","96"
"5","580","Ekollongatan","","","","40% - 60%","0","100","26","41","21","88","74","74","29","89","83","68","57","67","100","88","89","83","75","67","50","94","64","95","53","89","89"
"5","580","Gammelgården","","","","60% - 80%","0","100","19","50","13","80","75","75","88","67","73","69","50","69","94","69","88","88","86","69","62","69","50","81","38","88","81"
"5","580","Garnisonen","","","","40% - 60%","0","100","27","50","9","75","64","55","27","100","82","70","63","63","100","78","82","100","63","70","33","80","60","82","64","88","64"
"5","580","Gottfridsberg","","","","60% - 80%","0","100","17","50","13","63","78","62","57","83","68","68","58","60","96","81","78","90","59","60","30","64","50","83","54","95","75"
"5","580","Gröna Gården","","","","60% - 80%","0","100","31","50","0","77","75","56","73","93","57","75","57","73","81","71","93","87","64","80","44","87","58","88","56","92","88"
"5","580","Gåsen","","","","60% - 80%","100","0","45","64","33","75","75","55","33","75","50","67","55","40","92","60","82","92","27","58","27","58","45","67","50","75","83"
"5","580","Hagalund","","","","60% - 80%","0","100","21","28","10","92","54","48","73","86","62","54","41","60","93","83","82","89","52","75","25","67","52","86","38","87","75"
"5","580","Järdalavägen vårdbostäder","","","","60% - 80%","0","100","18","41","22","73","72","56","53","56","69","63","38","69","94","80","78","76","40","83","33","50","20","76","35","92","67"
