"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"23","2321","Notvallen gruppboende","","","","60-80","0","0","32","63","26","100","82","89","56","79","81","82","59","50","95","81","95","95","63","47","47","57","50","94","58","100","94"
"23","2321","Tallkronan","","","","40-60","0","0","43","14","29","x","x","x","x","86","86","71","57","x","100","x","86","100","57","57","43","86","x","86","29","x","86"
"23","2321","Tallkronan","Tallkronan Gruppboende","","","40-60","0","0","43","14","29","x","x","x","x","86","86","71","57","x","100","x","86","100","57","57","43","86","x","86","29","x","86"
"23","2321","Thomégården gruppboende","","","","60-80","0","0","18","40","36","100","90","73","82","80","60","80","x","78","100","89","90","100","78","70","38","90","80","100","89","x","100"
"23","2326","Dalsätra","","","","40-60","0","0","57","15","14","82","62","58","67","62","54","33","25","33","77","58","77","77","38","46","8","69","64","73","42","90","58"
"23","2326","Myltblomman","","","","60-80","0","0","20","36","45","100","91","91","50","82","100","80","67","45","100","90","100","82","67","64","22","80","40","100","91","x","100"
"23","2326","Tallgläntan","","","","40-60","0","0","29","43","14","100","x","x","x","71","71","x","x","x","71","x","43","43","x","x","29","x","x","57","29","x","57"
"23","2326","Treklövern","","","","40-60","0","0","14","x","0","100","x","x","x","43","29","14","x","x","86","57","86","71","x","14","0","x","x","57","29","x","57"
"23","2326","Östgärde","","","","40-60","0","0","14","43","14","x","x","x","x","100","x","57","x","x","100","86","100","100","x","x","14","x","29","71","14","x","86"
"23","2361","Västra området","","","","40-60","0","0","14","37","14","95","68","63","60","68","67","71","31","56","100","76","100","80","72","61","24","84","83","95","20","100","95"
"23","2361","Västra området","Hede","","","40-60","0","0","21","31","21","93","62","70","67","64","67","67","33","54","100","75","100","79","67","54","18","85","83","93","14","100","93"
"23","2361","Västra området","Hede","Hedegården Hede","","40-60","0","0","21","31","21","93","62","70","67","64","67","67","33","54","100","75","100","79","67","54","18","85","83","93","14","100","93"
"23","2380","Häradsgården","","","","40-60","0","0","33","32","32","100","68","74","39","63","74","83","33","65","100","76","94","83","72","63","42","89","59","95","47","93","79"
"23","2380","Rådmansgatan","","","","40-60","0","0","29","29","14","92","86","43","62","77","73","67","40","67","86","64","86","79","67","71","45","92","82","85","36","82","85"
"23","2380","Skogsbruksvägen 131","","","","40-60","0","0","22","33","20","90","100","78","100","89","67","75","x","71","100","86","88","89","63","71","50","50","x","78","30","88","88"
"23","2380","Slåttergården","","","","40-60","0","0","38","50","13","x","x","38","x","71","x","43","x","25","100","57","88","86","x","x","x","x","x","x","63","x","86"
"23","2380","Solsången","","","","40-60","0","0","27","36","9","100","78","33","60","82","44","70","43","40","100","80","89","91","86","80","44","100","90","64","73","100","82"
"23","2380","Tallbacka","","","","40-60","0","0","9","20","9","75","40","25","71","50","25","45","14","50","82","71","67","78","50","25","22","89","86","70","45","75","75"
"23","2380","Trossgränd","","","","40-60","0","0","15","42","0","33","54","38","23","40","67","69","55","70","85","64","92","85","60","54","33","85","67","75","46","75","82"
"23","2380","Vardaga AB","","","","60-80","0","0","13","28","13","80","61","46","54","67","60","67","56","64","91","78","76","89","38","39","19","73","53","71","42","80","74"
"23","2380","Vardaga AB","Björkbacka","","","40-60","0","0","13","27","25","77","44","31","43","81","60","63","58","53","88","81","69","88","33","21","13","80","64","63","69","91","75"
"23","2380","Vardaga AB","Brunkullan","","","40-60","0","0","22","38","0","x","56","56","56","75","75","50","x","x","100","71","78","78","43","56","38","78","63","67","33","x","67"
"23","2380","Vardaga AB","Myran","","","60-80","0","0","9","18","18","67","64","40","20","60","55","50","63","70","90","90","73","91","33","9","22","60","20","64","18","57","78"
"23","2380","Vardaga AB","Sjöängen","","","60-80","0","0","14","29","0","x","x","x","x","86","86","100","x","x","100","x","86","100","x","x","14","71","43","86","43","x","86"
"23","2380","Vardaga AB","Skogsbruksvägen 133","","","60-80","0","0","12","31","12","82","67","56","88","43","43","79","55","71","86","69","80","92","36","64","17","71","67","81","35","88","69"
"23","2380","Västervik","","","","60-80","0","0","41","44","24","91","69","44","54","81","81","75","55","62","94","87","100","94","54","69","38","93","50","88","35","91","82"
"23","2380","Ängegården","","","","40-60","0","0","37","52","33","96","67","58","52","80","61","63","32","64","96","77","88","85","38","41","35","63","50","88","48","92","77"
"23","2380","Ängegården","Ängegården A B C","","","40-60","0","0","39","53","39","100","73","56","44","88","57","61","33","65","100","77","89","82","33","47","24","65","57","88","56","88","72"
"23","2380","Östersunds Kommun","","","","60-80","0","0","40","41","25","91","73","84","69","88","79","79","56","73","97","84","95","91","67","68","42","89","67","93","54","88","91"
"23","2380","Östersunds Kommun","Bonden","","","60-80","0","0","55","50","40","x","70","67","13","90","67","78","43","70","90","90","90","80","71","67","50","70","40","80","40","x","90"
"23","2380","Östersunds Kommun","Brevbäraren","","","80-100","0","0","22","56","11","100","80","90","67","90","90","88","88","86","100","100","100","90","100","67","50","100","x","100","60","88","100"
"23","2380","Östersunds Kommun","Frösöstrand","","","40-60","0","0","33","27","20","82","62","79","77","86","71","86","40","67","100","73","86","92","54","69","21","86","77","100","57","90","92"
"23","2380","Östersunds Kommun","Fältvägen","","","60-80","0","0","46","31","36","91","77","83","69","77","67","46","33","64","92","70","100","100","20","50","46","92","45","85","57","90","77"
"23","2380","Östersunds Kommun","Hemgården","","","60-80","0","0","42","50","15","91","77","100","100","100","100","100","78","82","100","91","100","92","100","91","50","100","91","100","54","88","100"
"24","2404","Almagården","","","","40-60","0","0","8","50","0","100","83","64","50","67","58","83","45","75","100","83","92","100","55","58","36","64","45","92","33","100","92"
"24","2404","Älvbacken","","","","40-60","0","0","26","42","21","100","83","94","69","83","78","89","40","71","100","81","84","88","40","58","35","83","27","83","50","88","79"
"24","2409","Edfastgården","","","","40-60","0","0","25","13","50","100","88","100","63","75","100","100","x","63","100","100","100","100","50","63","x","100","57","88","43","100","88"
"24","2409","Lövlunden","","","","40-60","0","0","24","38","33","94","80","76","84","95","67","85","71","79","100","95","95","86","74","71","38","88","69","90","43","100","95"
"24","2409","Nysätragården","","","","60-80","0","0","31","44","19","100","93","73","50","93","87","100","62","67","100","100","93","93","69","57","36","77","45","87","25","100","100"
"24","2409","Nysätragården","Nystragården Rosen","","","60-80","0","0","25","63","25","100","88","63","x","88","100","100","63","75","100","100","88","100","75","50","38","100","x","88","25","x","100"
"24","2417","Solbacka","","","","60-80","0","0","28","56","50","88","83","89","63","76","80","83","50","67","94","88","100","94","67","44","47","81","64","100","50","100","94"
"24","2417","Vinkelbo","","","","60-80","0","0","13","38","25","100","88","75","57","100","88","75","x","x","100","86","88","100","x","43","x","75","75","100","50","100","88"
"24","2421","Sibyllagården","","","","60-80","0","0","20","20","0","75","67","56","71","100","67","100","x","63","100","100","100","100","67","56","33","88","x","78","30","x","89"
"24","2421","Tranan","","","","60-80","0","0","28","45","34","100","71","56","78","74","73","74","68","71","97","78","93","93","76","75","37","89","83","96","59","84","93"
"24","2460","Äldrecenter","","","","60-80","0","0","13","60","7","92","60","47","47","53","47","60","50","40","87","64","87","80","42","47","40","79","50","71","29","83","73"
"24","2462","Saxnäsgården","","","","80-100","0","0","30","50","40","100","80","90","90","90","80","89","56","80","100","78","100","89","57","80","44","60","20","100","40","x","100"
"24","2462","Strandbacka","","","","40-60","0","0","25","57","13","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","43","x","x"
"24","2462","Tallbacka","","","","60-80","0","0","20","36","17","91","76","52","74","64","76","72","48","48","96","83","96","84","55","65","26","76","50","88","42","87","84"
"24","2462","Tallbacka","Tallbacka Blå","","","80-100","0","0","0","25","25","88","88","63","71","63","88","88","57","50","100","100","100","100","x","71","x","75","43","100","29","x","88"
"24","2462","Tallbacka","Tallbacka Röd","","","40-60","0","0","29","29","x","100","57","43","100","71","86","71","57","57","100","100","100","100","57","86","29","86","71","100","57","x","100"
"24","2462","Åsbacka","","","","60-80","0","0","10","40","5","100","74","72","60","80","89","74","35","50","95","63","94","80","45","60","40","56","29","94","35","73","80"
"24","2462","Åsbacka","Åsbacka Rönnen","","","80-100","0","0","10","30","0","100","56","63","57","90","90","78","30","50","90","44","89","90","40","50","40","56","44","90","30","x","80"
"24","2463","Åseborg","","","","60-80","0","0","30","47","15","95","79","83","69","78","76","85","44","65","85","69","80","80","63","50","29","88","65","85","25","87","85"
"24","2463","Åseborg","Åseborg Bofinken","","","80-100","0","0","30","30","0","90","80","70","56","70","60","70","33","44","70","60","70","70","56","25","22","78","50","70","40","71","80"
"24","2463","Åseborg","Åseborg Gullvivan","","","60-80","0","0","43","x","29","100","x","x","x","x","x","100","x","x","100","x","86","100","x","x","x","x","x","100","14","x","100"
"24","2480","Aktrisen","","","","40-60","0","0","10","43","10","93","89","65","89","75","67","29","35","25","100","89","100","100","50","10","26","100","65","90","38","95","100"
"24","2480","Dragonens äldrecenter","","","","60-80","0","0","26","38","0","65","63","43","32","66","35","52","28","33","87","65","84","65","33","21","32","61","53","71","27","71","65"
"24","2480","Dragonens äldrecenter","Dragonens äldrecenter 1-2","","","40-60","0","0","25","47","0","50","63","44","30","80","54","69","38","47","100","62","94","88","42","20","43","67","50","88","27","92","81"
"24","2480","Dragonens äldrecenter","Dragonens äldrecenter 3","","","60-80","0","0","27","29","0","78","64","43","33","50","15","33","15","17","73","69","73","40","25","23","18","54","57","53","27","53","47"
"24","2480","Haga äldrecenter","","","","40-60","0","0","16","39","17","86","53","39","38","79","47","53","33","35","100","86","78","79","47","35","28","74","54","95","39","81","58"
"24","2480","Hemgården gruppboende","","","","40-60","0","0","16","34","9","96","55","48","60","67","52","61","35","45","97","76","90","84","56","29","30","77","59","75","56","91","72"
"24","2480","Holmsund-Obbola","","","","60-80","0","0","38","36","15","90","76","76","73","80","74","76","52","75","100","86","96","100","81","73","41","84","59","100","63","100","100"
"24","2480","Holmsund-Obbola","Eriksdals äldrecenter","","","40-60","0","0","37","28","16","88","78","67","73","72","69","67","53","76","100","81","94","100","75","73","31","83","63","100","61","100","100"
"24","2480","Holmsund-Obbola","Trappan/Obbola","","","60-80","0","0","43","57","14","x","71","100","71","100","86","100","x","71","100","x","100","100","x","71","x","86","x","x","x","x","x"
"24","2480","Marielunds äldreboende","","","","60-80","0","0","32","35","19","73","64","44","24","78","70","65","32","69","86","87","86","80","50","10","21","63","27","76","36","97","78"
"24","2480","Prästsjögården","","","","20-40","0","0","16","47","10","82","86","67","50","50","63","69","36","36","100","85","100","93","45","38","33","88","53","94","37","94","100"
"24","2480","Prästsjögården","Prästsjögården 1,3,4","","","20-40","0","0","22","20","10","x","86","78","x","56","75","56","x","38","100","86","100","86","x","33","43","78","44","100","33","86","100"
"24","2480","Prästsjögården","Prästsjögården 2,5,6","","","20-40","0","0","10","78","10","x","86","56","50","44","50","86","x","x","100","x","100","100","x","43","25","100","x","88","40","100","x"
"24","2480","Sjöjungfrun äldreboende","","","","20-40","0","0","45","50","36","75","70","64","80","73","64","64","60","42","75","80","92","67","82","33","36","80","50","67","33","x","75"
"24","2480","Skräddaren","","","","40-60","0","0","26","32","16","90","71","59","56","72","59","37","22","12","79","65","81","74","50","22","38","72","56","53","37","69","74"
"24","2480","Solbacken","","","","60-80","0","0","19","32","8","69","67","63","80","65","59","74","58","69","92","86","96","96","70","47","35","88","47","92","42","96","80"
"24","2480","Tegs äldrecenter","","","","40-60","0","0","18","50","23","90","76","73","59","73","64","61","44","43","90","70","86","79","68","42","39","81","52","78","53","91","78"
"24","2480","Tegs äldrecenter","Tegs äldrecenter A-I","","","40-60","0","0","12","48","28","95","78","71","67","72","64","58","43","45","92","73","88","76","62","38","35","78","45","76","48","86","76"
